Script ID,Item,Item type,Item question,Question Response
E2I2546,The scuba diver discovered that the wreck was caused by a collision.,Unambiguous,Did an accident cause the wreck?,Y
E2I4547,The surgical nurses protested that the policies were not fair to the patients.,Unambiguous,Were the nurses concerned about the patients?,Y
E2I6548,The talented photographer accepted that the money could not be spent yet.,Unambiguous,Could the money be spent right away?,N
E2I8549,The trained referees warned that the spectators would probably get too rowdy.,Unambiguous,Did people expect the fans to be calm?,N
E3I1550,The film director suggested the scene should be filmed at night.,Ambiguous,Should the scene be shot at noon?,N
E3I3551,The bus driver worried the passengers were starting to get annoyed.,Ambiguous,Were the passengers comfortable?,N
E3I5552,The careful scientist proved the theory had not been properly tested.,Ambiguous,Did the scientist doubt the theory?,Y
E3I2553,The class president assumed the burden would be shared by everyone.,Ambiguous,Was the burden to be shared?,Y
E3I7554,The divorce lawyer argued the issue was irrelevant to the case.,Ambiguous,Did the lawyer specialize in divorce?,Y
E3I4555,The experienced judge decided the appeal should be started right away.,Ambiguous,Should the appeal be delayed?,N
E3I6556,The factory owner suspected the workers would probably go on strike.,Ambiguous,Was there a chance of a strike?,Y
E3I8557,The anonymous informant claimed the reward did not influence his decision.,Ambiguous,Did the informant give his name?,N
E4I1558,The job applicant believed that the interviewer had been dishonest with her.,Unambiguous,Did the applicant trust the interviewer?,N
E4I3559,The math whiz figured that the sum could be calculated very quickly.,Unambiguous,Was the problem going to take long?,N
E4I5560,The novice plumber realized that the mistake would cost him a lot.,Unambiguous,Would someone pay for the mistake?,Y
E4I7561,The reading tutor concluded that the lesson could be finished very quickly.,Unambiguous,Would the lesson be brief?,Y
E4I2562,The rejected bachelor inferred that the reason had never been openly stated.,Unambiguous,Was the reason openly revealed?,N
E4I4563,The supply manager indicated that the problem would affect the whole office.,Unambiguous,Would the problem bother everyone?,Y
E4I6564,The ticket agent admitted that the error had been careless and stupid.,Unambiguous,Did someone make a stupid mistake?,Y
E4I8565,The union leader implied that the raise would keep them from striking.,Unambiguous,Would the raise cause a strike?,N
E9I1566,The physician who consulted the cardiologist checked the files in his office.,,Were the files checked in the office?,Y
E9I2567,The babysitter who liked the parents planned a trip to Puerto Rico.,,Was someone getting ready for a vacation?,Y
E9I3568,The banker who informed the chairman invested a million in a start-up.,,Did someone refuse to invest money?,N
E9I4569,The violinist who flattered the cellist played a piece from the symphony.,,Was the violinist flattered?,N
E9I5570,The burglar who wounded the policeman reloaded the revolver in a hurry.,,Did a burglary take place?,Y
E9I6571,The carpenter who punched the electrician quit the job a week later.,,Did the electrician and carpenter get along?,N
E9I7572,The accountant who advised the statistician calculated the costs of the project.,,Were the professionals working together?,Y
E9I8573,The model who approached the artist signed the contract for a year.,,Was a multi-year deal involved?,N
E9I9574,The student who trusted the professor answered the question about the experiment.,,Was there a discussion about research?,Y
E9I10575,The mobster who attacked the dealer organized some crimes in New York.,,Was the dealer attacked?,Y
E9I11576,The investigator who overheard the cop closed the case without an arrest.,,Did someone eventually get convicted?,N
E9I12577,The actor who respected the starlet forgot the lines during the scene.,,Were they getting ready for a music concert?,N
E9I13578,The defendant who misled the lawyer blamed the system for the conviction.,,Was the system ultimately blamed?,Y
E9I14579,The count who adored the princess brought a gift to the reception.,,Did someone offer a present?,Y
E9I15580,The bachelor who pursued the socialite owned a company in the area.,,Was a break-up about to happen?,N
E9I16581,The councilman who kissed the secretary covered the expenses for the party.,,Was the governor going to pay for the party?,N
E10I1582,The contestant who the host offended ruined the show for the audience.,,Was the show a total success?,N
E10I2583,The mathematician who the physicist addressed offered the proof at the conference.,,Were the scientists working in someone's office?,N
E10I3584,The diplomat who the congressman insulted ended the negotiations on the spot.,,Did the negotiations go well?,N
E10I4585,The priest who the nun thanked founded the shelter near the church.,,Were the priest and nun involved in charity?,Y
E10I5586,The analyst who the governor queried proposed some changes to the plan.,,Was the analyst questioned?,Y
E10I6587,The farmer who the expert questioned promoted the product at the fair.,,Would the product be promoted on TV?,N
E10I7588,The official who the manager harassed questioned the policy of lowering wages.,,Was the policy being challenged?,Y
E10I8589,The clerk who the director disliked typed the letter to the administration.,,Would the administration be receiving a letter?,Y
E10I9590,The guitarist who the band recommended recorded the song for the album.,,Did the guitarist recommend the band?,N
E10I10591,The salesman who the cashier resented mislabeled the products in the brochure.,,Was there an error in the brochure?,Y
E10I11592,The waiter who the cook invited tasted the sauce for the meat.,,Did someone sample the meat?,N
E10I12593,The medic who the doctor assisted borrowed the instrument for the surgery.,,Were the medical professionals preparing for an operation?,Y
E10I13594,The passenger who the stewardess befriended remembered the flight across the Atlantic.,,Did they recall sailing across the ocean?,N
E10I14595,The cheerleader who the quarterback bothered attended the game at the college.,,Did someone go to a professional game?,N
E10I15596,The animator who the producer criticized offered a solution to the problem.,,Was an answer to the problem given?,Y
E10I16597,The dictator who the dissident despised gave a speech about the protests.,,Were there problems in the government?,Y
F11I1598,The clerk at the records office clarified the confusing statement on the application.,Filler,Was the statement very straightforward?,N
F11I2599,The handsome prince offered but his bride's family declined the fortune.,Filler,Would the prince remain a bachelor?,N
F11I3600,The two friends wagered their allowance on who would get the highest test score.,Filler,Did the friends bet on a baseball game?,N
F11I4601,The mysterious woman divulged her deepest and darkest secrets to the bus driver.,Filler,Was the woman very shy?,N
F11I5602,The radio newscaster verified the short and exciting report before the broadcast.,Filler,Was the report true?,Y
F11I6603,The bargain shopper saw the beautiful and expensive raincoat after the sale was over.,Filler,Was the shopper careless with cash?,N
F11I7604,The exuberant team planned a huge and extravagant party for after the game.,Filler,Did the team feel good about things?,Y
F11I8605,The science teacher verified the unexpected results because she found them implausible.,Filler,Did the results seem strange?,Y
F11I9606,The temporary assistant saw the short and inappropriate memo while rummaging through the files.,Filler,Did the assistant notice the memo?,Y
F11I10607,The injured man imagined the attack while in the emergency room.,Filler,Had the man been assaulted?,Y
F11I11608,The worried mother determined the explanation for why her son had been avoiding her.,Filler,Was the mother concerned about her son?,Y
F11I12609,The flight attendant clarified the instructions when the passengers asked questions.,Filler,Was the flight attendant helpful?,Y
F11I13610,The church workers offered the kids a free bible and some coloring books.,Filler,Did the workers offer them food?,N
F11I14611,The curious girl comprehended the answer but asked the question again.,Filler,Did the girl understand the first time?,Y
F11I15612,The office staff raced but there was no clear winner.,Filler,Did someone come in first place?,N
F11I16613,The teacher's assistant divulged the purpose of her colleague's absence.,Filler,Did the assistant know the purpose?,Y
F11I17614,Many of the cheerleaders recalled the difficult and strenuous routine from last year's homecoming game.,Filler,Did the cheerleaders forget the routine?,N
F11I18615,The attorneys for the family disputed the authorities' version of what transpired.,Filler,Were the events completely agreed upon?,N
F11I19616,The wealthy investor regretted the bad and unfortunate decision once he realized the consequences.,Filler,Was the investor rich?,Y
F11I20617,The models in the fashion show revealed their stylish tank tops.,Filler,Were the models wearing sweaters?,N
F11I21618,The I.R.S. agent demanded the full amount the week following the audit.,Filler,Did the audit go well?,N
F11I22619,The poodle recognized his owner's scent on the clothing that was discovered.,Filler,Did the dog have a keen sense of smell?,Y
F11I23620,The waitress promised her regulars a free cup of coffee.,Filler,Would the regulars have eggs?,N
F11I24621,The foreign students sat down but couldn't understand the lecture.,Filler,Were the students a bit confused?,Y
F11I25622,The angry mob announced their demands but still refused to negotiate.,Filler,Did the mob want to compromise?,N
F11I26623,The nervous teenager lied to the judge to avoid incriminating his friend.,Filler,Did the witness commit perjury?,Y
F11I27624,The bored librarian painted her fingernails after shelving several books.,Filler,Was the librarian very busy?,N
F11I28625,The interior decorator hammered away and hung the painting on the wall.,Filler,Did the decorator hang a poster?,N
F11I29626,The new salesman insulted the stranger and she left the store.,Filler,Was the stranger satisfied?,N
F11I30627,The soccer player kicked the ball through the goalie's hands.,Filler,Did the soccer player score?,Y
F11I31628,The thoughtful daughter cared for her elderly mother.,Filler,Was the mother taken care of?,Y
F11I32629,The new homeowner slept in the room next to the garden.,Filler,Did the homeowner sleep near plants and shrubs?,Y
E1I1630,The gossipy neighbor heard the story had never actually been true.,Ambiguous,Did the story turn out to be false?,Y
E1I2631,The journal editor printed the article had been slanderous to him.,Ambiguous,Did the editor approve of the article?,N
E1I3632,The new house-sitter forgot the key would be under the doormat.,Ambiguous,Was this a regular house-sitter?,N
E1I4633,The newspaper editor advocated the truth needed to be made public.,Ambiguous,Did the editor want to reveal the truth?,Y
E1I5634,The scuba diver discovered the wreck was caused by a collision.,Ambiguous,Did an accident cause the wreck?,Y
E1I6635,The surgical nurses protested the policies were not fair to the patients.,Ambiguous,Were the nurses concerned about the patients?,Y
E1I7636,The talented photographer accepted the money could not be spent yet.,Ambiguous,Could the money be spent right away?,N
E1I8637,The trained referees warned the spectators would probably get too rowdy.,Ambiguous,Did people expect the fans to be calm?,N
E2I1638,The frustrated tourists understood that the message would mean they couldn't go.,Unambiguous,Were the tourists happy about the message?,N
E2I2639,The angry father emphasized that the problems were continuing to get worse.,Unambiguous,Were the problems still bad?,Y
E2I3640,The art critic wrote that the interview had not been well received.,Unambiguous,Did the interview go over poorly?,Y
E2I4641,The chemistry student learned that the equations could have made measurement more precise.,Unambiguous,Was the student in sociology?,N
E2I5642,The CIA director confirmed that the rumor should have been stopped sooner.,Unambiguous,Should the rumor have been better controlled?,Y
E2I6643,The concerned priest asserted that the belief would be hard to explain.,Unambiguous,Would the belief be easily explained?,N
E2I7644,The confident engineer maintained that the machinery would be hard to destroy.,Unambiguous,Was the machinery easily ruined?,N
E2I8645,The French teacher repeated that the poem should be finished by Friday.,Unambiguous,Did the teacher instruct French?,Y
E3I1646,The job applicant believed the interviewer had been dishonest with her.,Ambiguous,Did the applicant trust the interviewer?,N
E3I2647,The math whiz figured the sum could be calculated very quickly.,Ambiguous,Was the problem going to take long?,N
E3I3648,The novice plumber realized the mistake would cost him a lot.,Ambiguous,Would someone pay for the mistake?,Y
E3I4649,The reading tutor concluded the lesson could be finished very quickly.,Ambiguous,Would the lesson be brief?,Y
E3I5650,The rejected bachelor inferred the reason had never been openly stated.,Ambiguous,Was the reason openly revealed?,N
E3I6651,The supply manager indicated the problem would affect the whole office.,Ambiguous,Would the problem bother everyone?,Y
E3I7652,The ticket agent admitted the error had been careless and stupid.,Ambiguous,Did someone make a stupid mistake?,Y
E3I8653,The union leader implied the raise would keep them from striking.,Ambiguous,Would the raise cause a strike?,N
E4I1654,The film director suggested that the scene should be filmed at night.,Unambiguous,Should the scene be shot at noon?,N
E4I2655,The bus driver worried that the passengers were starting to get annoyed.,Unambiguous,Were the passengers comfortable?,N
E4I3656,The careful scientist proved that the theory had not been properly tested.,Unambiguous,Did the scientist doubt the theory?,Y
E4I4657,The class president assumed that the burden would be shared by everyone.,Unambiguous,Was the burden to be shared?,Y
E4I5658,The divorce lawyer argued that the issue was irrelevant to the case.,Unambiguous,Did the lawyer specialize in divorce?,Y
E4I6659,The experienced judge decided that the appeal should be started right away.,Unambiguous,Should the appeal be delayed?,N
E4I7660,The factory owner suspected that the workers would probably go on strike.,Unambiguous,Was there a chance of a strike?,Y
E4I8661,The anonymous informant claimed that the reward did not influence his decision.,Unambiguous,Did the informant give his name?,N
E9I1662,The contestant who offended the host ruined the show for the audience.,,Was the show a total success?,N
E9I2663,The mathematician who addressed the physicist offered the proof at the conference.,,Were the scientists working in someone's office?,N
E9I3664,The diplomat who insulted the congressman ended the negotiations on the spot.,,Did the negotiations go well?,N
E9I4665,The priest who thanked the nun founded the shelter near the church.,,Were the priest and nun involved in charity?,Y
E9I5666,The analyst who queried the governor proposed some changes to the plan.,,Was the analyst questioned?,N
E9I6667,The farmer who questioned the expert promoted the product at the fair.,,Would the product be promoted on TV?,N
E9I7668,The official who harassed the manager questioned the policy of lowering wages.,,Was the policy being challenged?,Y
E9I8669,The clerk who disliked the director typed the letter to the administration.,,Would the administration be receiving a letter?,Y
E9I9670,The guitarist who recommended the band recorded the song for the album.,,Did the guitarist recommend the band?,Y
E9I10671,The salesman who resented the cashier mislabeled the products in the brochure.,,Was there an error in the brochure?,Y
E9I11672,The waiter who invited the cook tasted the sauce for the meat.,,Did someone sample the meat?,N
E9I12673,The medic who assisted the doctor borrowed the instrument for the surgery.,,Were the medical professionals preparing for an operation?,Y
E9I13674,The passenger who befriended the stewardess remembered the flight across the Atlantic.,,Did they recall sailing across the ocean?,N
E9I14675,The cheerleader who bothered the quarterback attended the game at the college.,,Did someone go to a professional game?,N
E9I15676,The animator who criticized the producer offered a solution to the problem.,,Was an answer to the problem given?,Y
E9I16677,The dictator who despised the dissident gave a speech about the protests.,,Were there problems in the government?,Y
E10I1678,The physician who the cardiologist consulted checked the files in his office.,,Were the files checked in the office?,Y
E10I2679,The babysitter who the parents liked planned a trip to Puerto Rico.,,Was someone getting ready for a vacation?,Y
E10I3680,The banker who the chairman informed invested a million in a start-up.,,Did someone refuse to invest money?,N
E10I4681,The violinist who the cellist flattered played a piece from the symphony.,,Was the violinist flattered?,Y
E10I5682,The burglar who the policeman wounded reloaded the revolver in a hurry.,,Did a burglary take place?,Y
E10I6683,The carpenter who the electrician punched quit the job a week later.,,Did the electrician and carpenter get along?,N
E10I7684,The accountant who the statistician advised calculated the costs of the project.,,Were the professionals working together?,Y
E10I8685,The model who the artist approached signed the contract for a year.,,Was a multi-year deal involved?,N
E10I9686,The student who the professor trusted answered the question about the experiment.,,Was there a discussion about research?,Y
E10I10687,The mobster who the dealer attacked organized some crimes in New York.,,Was the dealer attacked?,N
E10I11688,The investigator who the cop overheard closed the case without an arrest.,,Did someone eventually get convicted?,N
E10I12689,The actor who the starlet respected forgot the lines during the scene.,,Were they getting ready for a music concert?,N
E10I13690,The defendant who the lawyer misled blamed the system for the conviction.,,Was the system ultimately blamed?,Y
E10I14691,The count who the princess adored brought a gift to the reception.,,Did someone offer a present?,Y
E10I15692,The bachelor who the socialite pursued owned a company in the area.,,Was a break-up about to happen?,N
E10I16693,The councilman who the secretary kissed covered the expenses for the party.,,Was the governor going to pay for the party?,N
F11I1694,The clerk at the records office clarified the confusing statement on the application.,Filler,Was the statement very straightforward?,N
F11I2695,The handsome prince offered but his bride's family declined the fortune.,Filler,Would the prince remain a bachelor?,N
F11I3696,The two friends wagered their allowance on who would get the highest test score.,Filler,Did the friends bet on a baseball game?,N
F11I4697,The mysterious woman divulged her deepest and darkest secrets to the bus driver.,Filler,Was the woman very shy?,N
F11I5698,The radio newscaster verified the short and exciting report before the broadcast.,Filler,Was the report true?,Y
F11I6699,The bargain shopper saw the beautiful and expensive raincoat after the sale was over.,Filler,Was the shopper careless with cash?,N
F11I7700,The exuberant team planned a huge and extravagant party for after the game.,Filler,Did the team feel good about things?,Y
F11I8701,The science teacher verified the unexpected results because she found them implausible.,Filler,Did the results seem strange?,Y
F11I9702,The temporary assistant saw the short and inappropriate memo while rummaging through the files.,Filler,Did the assistant notice the memo?,Y
F11I10703,The injured man imagined the attack while in the emergency room.,Filler,Had the man been assaulted?,Y
F11I11704,The worried mother determined the explanation for why her son had been avoiding her.,Filler,Was the mother concerned about her son?,Y
F11I12705,The flight attendant clarified the instructions when the passengers asked questions.,Filler,Was the flight attendant helpful?,Y
F11I13706,The church workers offered the kids a free bible and some coloring books.,Filler,Did the workers offer them food?,N
F11I14707,The curious girl comprehended the answer but asked the question again.,Filler,Did the girl understand the first time?,Y
F11I15708,The office staff raced but there was no clear winner.,Filler,Did someone come in first place?,N
F11I16709,The teacher's assistant divulged the purpose of her colleague's absence.,Filler,Did the assistant know the purpose?,Y
F11I17710,Many of the cheerleaders recalled the difficult and strenuous routine from last year's homecoming game.,Filler,Did the cheerleaders forget the routine?,N
F11I18711,The attorneys for the family disputed the authorities' version of what transpired.,Filler,Were the events completely agreed upon?,N
F11I19712,The wealthy investor regretted the bad and unfortunate decision once he realized the consequences.,Filler,Was the investor rich?,Y
F11I20713,The models in the fashion show revealed their stylish tank tops.,Filler,Were the models wearing sweaters?,N
F11I21714,The I.R.S. agent demanded the full amount the week following the audit.,Filler,Did the audit go well?,N
F11I22715,The poodle recognized his owner's scent on the clothing that was discovered.,Filler,Did the dog have a keen sense of smell?,Y
F11I23716,The waitress promised her regulars a free cup of coffee.,Filler,Would the regulars have eggs?,N
F11I24717,The foreign students sat down but couldn't understand the lecture.,Filler,Were the students a bit confused?,Y
F11I25718,The angry mob announced their demands but still refused to negotiate.,Filler,Did the mob want to compromise?,N
F11I26719,The nervous teenager lied to the judge to avoid incriminating his friend.,Filler,Did the witness commit perjury?,Y
F11I27720,The bored librarian painted her fingernails after shelving several books.,Filler,Was the librarian very busy?,N
F11I28721,The interior decorator hammered away and hung the painting on the wall.,Filler,Did the decorator hang a poster?,N
F11I29722,The new salesman insulted the stranger and she left the store.,Filler,Was the stranger satisfied?,N
F11I30723,The soccer player kicked the ball through the goalie's hands.,Filler,Did the soccer player score?,Y
F11I31724,The thoughtful daughter cared for her elderly mother.,Filler,Was the mother taken care of?,Y
F11I32725,The new homeowner slept in the room next to the garden.,Filler,Did the homeowner sleep near plants and shrubs?,Y
E1I1726,As the servant bathed the king that was arrogant and pompous ate chocolate.,RAT- ambig,Did the servant bathe?,Y

E1I2727,While the jockey groomed the horse that was wild and testy paced in the stall.,RAT- ambig,Did the jockey groom himself?,Y

E1I3728,As the trainer dried off the dog that was playful and friendly fetched the stick.,RAT- ambig,Did the trainer dry himself off?,Y

E1I4729,As the hero scratched the villain that was sneaky and traitorous kidnapped the blonde bombshell.,RAT- ambig,Did the hero scratch himself?,Y

E1I5730,While the farmer settled down the pig that was pink and squealing escaped from its pen.,RAT- ambig,Did the farmer settle down?,Y

E1I6731,As Molly undressed the teddy bear that was plush and huggable lost a button.,RAT- ambig,Did Molly undress herself?,Y

E1I7732,While the baby-sitter woke up the infant that was tiny and fragile cried in his crib.,RAT- ambig,Did the baby-sitter wake up?,Y

E1I8733,As the mother hid the cookies that were warm and gooey baked in the oven.,RAT- ambig,Did the mother hide?,Y

E1I9734,While the tailor dressed the figurine that was tall and shapely fell over.,RAT- ambig,Did the tailor dress himself?,Y

E1I10735,As the adolescent washed the dishes that were orange and greasy sat in the sink.,RAT- ambig,Did the adolescent wash herself?,Y

E1I11736,While the barber shaved the customer that was hurried and impatient left the shop.,RAT- ambig,Did the barber shave?,Y

E1I12737,While the secretary calmed down the client that was ruined and desperate staked out the building.,RAT- ambig,Did the secretary calm down?,Y

E2I1738,The cat that was sickly and thin mewed in its cage while the veterinarian showered.,RAT- unambig,Did the veterinarian take a shower?,Y

E2I2739,The curtains that were faded and musty blocked the light as the dancer stripped.,RAT- unambig,Did the dancer strip?,Y

E2I3740,The statue that was chiseled and perfect stood erect while the sculptor covered up.,RAT- unambig,Did the sculptor cover himself up?,Y

E2I4741,The actress that was famous and beautiful walked onto the set as the artist put make-up on.,RAT- unambig,Did the artist put make-up on?,Y

E2I5742,The contract that was beneficial and generous was signed while the manager worked out.,RAT- unambig,Did the manager work out?,Y

E2I6743,The book that was intellectual and depressing stayed on the shelf as the librarian lay down.,RAT- unambig,Did the librarian lie down?,Y

E2I7744,The filter that was old and dirty collected dust as the maid changed.,RAT- unambig,Did the maid change?,Y

E2I8745,The caller that was eager and animated accidentally hung up while the operator transferred.,RAT- unambig,Did the operator transfer?,Y

E2I9746,The groom that was handsome and smiling put away his tuxedo while the bride soaked.,RAT- unambig,Did the bride soak herself?,Y

E2I10747,The courtesan that was graceful and voluptuous poured the wine as the prince disrobed.,RAT- unambig,Did the prince disrobe?,Y

E2I11748,The meat that was tender and succulent went through the grinder while the butcher prepared.,RAT- unambig,Did the butcher prepare himself?,Y

E2I12749,The store that was small and unsuccessful held a sale as the CEO relocated.,RAT- unambig,Did the CEO relocate?,Y

F3I1750,As Mark packed the suitcase Neil called the travel agent.,filler1,Did Neil pack the suitcase? ,N

F3I2751,While the ambassador toured the country the bomb that was large and disastrous exploded in the capital.,filler1,Did the ambassador tour a castle? ,N

F3I3752,As the police chased the prisoner they crashed their car.,filler1,Did the prisoner crash his car? ,N

F3I4753,While the cashier bagged the groceries the customer that was flustered and rushing dropped the coupons.,filler1,Did the cashier drop the bag? ,N

F3I5754,As the repairman patched the roof that was leaky and slippery he fell on the tiles.,filler1,Did the repairman fix the floor? ,N

F3I6755,While the lawyer argued the case the jury that was arrogant and disrespectful slept in the courtroom.,filler1,Did the jury pay close attention? ,N

F3I7756,As the grandma recited the story the son read in bed.,filler1,Did the grandma sleep in bed? ,N

F3I8757,While Janis watched the fish she cleaned the tank.,filler1,Did Janis watch the cat? ,N

F3I9758,As Michael stirred the filling the crust that was golden and delicious baked in the oven.,filler1,Did the filling bake in the oven? ,N

F3I10759,While Alexander tasted the wine the butler answered the door.,filler1,Did the butler taste the wine? ,N

F3I11760,As the researcher compiled the data he created graphs.,filler1,Did a lab assistant create the graphs? ,N

F3I12761,While the father prepared the burgers he covered them with pepper.,filler1,Did the father cover the burgers with mustard? ,N

F3I13762,As Christy recited the monologue the sister that was bored and sleepy left the room.,filler1,Did Christ recite the monologue? ,Y

F3I14763,While Jennifer held the cigar that was aged and expensive she told bad jokes.,filler1,Did Jennifer tell bad jokes? ,Y

F3I15764,As the realtor sold the house that was large and brick she celebrated with her colleagues.,filler1,Did the realtor sell the house? ,Y

F3I16765,While the mother woke the son that was lazy and irresponsible she realized he was late for work.,filler1,Did the mother wake the son? ,Y

F3I17766,As the grandpa picked the raspberries that were large and ripe he saved them for the granddaughter.,filler1,Did the grandpa pick the raspberries? ,Y

F3I18767,While the man reversed the car he listened to the radio.,filler1,Did the man reverse the car? ,Y

F3I19768,As the cat chased the mouse that was small and grey it slid on the linoleum.,filler1,Did the cat chase the mouse? ,Y

F3I20769,While Richard dried the fruit that was ripe and delicious he bagged it for trail mix.,filler1,Did Richard dry the fruit? ,Y

F3I21770,As the waiter lit the candle that was tall and thin he took the couple's order.,filler1,Did the waiter light the candle? ,Y

F3I22771,While the kids teased the friend they watched the movie.,filler1,Did the kids watch the movie? ,Y

F3I23772,As the golfer swung the club the caddy pulled the cart.,filler1,Did the caddy pull the cart? ,Y

F3I24773,As the artist demonstrated the technique the painting that was exquisite and delicate fell off the easel.,filler1,Did the paiting fall off the easel? ,Y

F3I25774,While the woman jumped rope she sprained her ankle.,filler1,Did the woman jump rope? ,Y

F3I26775,While the archer aimed the bow the bird hid in the tree.,filler1,Did the archer aim the bow? ,Y

F3I27776,While the goalie smoothed the ice that was rough and melting he fell on the center line.,filler1,Did the goalie maitain his balance? ,N

F3I28777,As NASA launched the shuttle they taunted the Russians.,filler1,Did NASA reconcile with the Russians? ,N

F3I29778,As the chef sampled the sauce she boiled the noodles.,filler1,Did the chef make pastries? ,N

F3I30779,As the skier removed the skies he collapsed in the snow.,filler1,Did the skier keep his skies on? ,N

F3I31780,As the maid tidied the house she made the bed.,filler1,Did the maid vacuum the floor? ,N

F3I32781,As the contestant spun the wheel that was large and colorful she clapped her hands.,filler1,Did the contestant stay quiet? ,N

F3I33782,While the secretary made the photocopy that was brief and important she broke the Xerox machine.,filler1,Did the secretar send a fax? ,N

F3I34783,As the campers built the fire they gathered more wood.,filler1,Did the campers douse the fire? ,N

F3I35784,As the biologist observed the specimen the patient that was feverish and dying screamed in pain.,filler1,Did the patiet feel better? ,N

F3I36785,While the actor memorized the lines he walked his dog.,filler1,Did the actor walk aloe? ,N

F3I37786,While the ghost rattled the chains that were metal and heavy it woke the tired child.,filler1,Did the child rattle chains? ,N

F3I38787,As the salesman laced the shoe that was small and narrow he slid it on the customer's foot.,filler1,Did the customer wear a large and wide shoe? ,N

F3I39788,While the doctor injected the medicine that was green and bubbly he held the patient.,filler1,Did the doctor give the patient a pill? ,N

F3I40789,While the student used the clarinet the brother covered his ears.,filler1,Did the brother listen attetively? ,N

F3I41790,While the choir sang the hymn the child squirmed in the pew.,filler1,Did the child sing a hymn? ,N

F3I42791,While the minister married the couple he wore the robe.,filler1,Did the minister perform funeral services? ,N

F4I1792,The poodle sniffed the food as he scratched his ear.,filler1,Did the poodle sniff the food?,Y

F4I2793,Mabel fixed the socks while she watched the TV.,filler2,Did Mabel watch the fire? ,N

F4I3794,Joseph freed the bird that was red and yellow as the zookeeper watched in horror.,filler2,Did Joseph free the lion? ,N

F4I4795,The mother served the broccoli while the kids banged the table.,filler2,Did the kids bang the gong? ,N

F4I5796,The tornado destroyed the city hall that was modern and spectacular as it visited the city.,filler2,Did the tornado destroy the auditorium? ,N

F4I6797,The butterfly fluttered her wings while she laid the eggs.,filler2,Did the butterfly flutter her wings? ,Y

F4I7798,Fido gnawed the milk bone that was small and tasty as Dave fed the cat.,filler2,Did Dave feed the cat? ,Y

F4I8799,The camper stirred the beans that were brown and scrumptious while the fire warmed the pot.,filler2,Did the fire warm the house? ,N

F4I9800,The mistress applied lipstick as she rode the bike.,filler2,Did the mistress ride the bike? ,Y

F4I10801,The gymnast hurt her ankle that was twisted and swollen while she completed the vault.,filler2,Did the gymnast complete the vault? ,Y

F4I11802,The professor scolded the student that was conscientious and reliable as they bumped in the hallway.,filler2,Did the professor scold the senator? ,N

F4I12803,The grandma braided the pigtails that were thick and blonde while she groomed the girl.,filler2,Did the grandma braid the pigtails? ,Y

F4I13804,Andrew observed the house that was dark and haunted as the mother baked the cookies.,filler2,Did the mother bake the cookies? ,Y

F4I14805,The exterminator entered the school while the cockroaches scurried.,filler2,Did the exterminator enter the restaurant? ,N

F4I15806,Gary lost the data that was rare and critical as he reformatted his hard drive.,filler2,Did Gary reformat his hard drive? ,Y

F4I16807,Yasmeen memorized the formula that was long and complicated while the instructor erased the board.,filler2,Did the instructor erase the hard drive? ,N

F4I17808,The cowboy branded the cow as he warmed the instrument over the fire.,filler2,Did the cowboy brand the goat? ,N

F4I18809,The mother comforted the toddler that was chubby and scared while the clown handed him a balloon.,filler2,Did the mother comfort the toddler? ,Y

F4I19810,The fireman rescued the kitten as the house burned to the ground.,filler2,Did the fireman rescue the kitten? ,Y

F4I20811,The referee blew the whistle while he noticed the foul.,filler2,Did the referee notice the foul? ,Y

F4I21812,The hostess folded the bedspread that was pink and musty as the guest entered the bedroom.,filler2,Did the hostess fold the bedspread? ,Y

F4I22813,The kids mixed the ingredients while Tim kneaded the dough.,filler2,Did Tim knead the dough? ,Y

F4I23814,The patient threatened suicide as the psychiatrist administered drugs.,filler2,Did the psychiatrist administer drugs? ,Y

F4I24815,The guitarist plucked the guitar that was old and flat while the lovers entered the room.,filler2,Did the guitarist pluck the guitar? ,Y

F4I25816,The toddler wore the pajamas as he went to bed.,filler2,Did the toddler go to bed? ,Y

F4I26817,Mickey watched the parade while the drummer dropped his instrument.,filler2,Did the drummer drop his pants? ,N

F4I27818,The woman cashed the check that was valuable and important as she stopped at the bank.,filler2,Did the woman cash the check? ,Y

F4I28819,The archaeologist dug the pit that was deep and muddy as the supervisor broke the artifact.,filler2,Did the supervisor break the computer? ,N

F4I29820,The wife washed the dishes as the husband did the laundry.,filler2,Did the wife wash the windows? ,N

F4I30821,The class left the building that was large and brick as it formed a line.,filler2,Did the class leave a restaurant? ,N

F4I31822,The bat bit James as he screamed.,filler2,Did the bat bite Kelly? ,N

F4I32823,The truck driver wiped his brow while he removed his shirt.,filler2,Did the truck driver remove his watch? ,N

F4I33824,The pitcher threw the pitch that was low and inside while the batter held the bat.,filler2,Did the batter hold the pipe? ,N

F4I34825,Desmond held the football that was heavy and brown while Kevin took a fall.,filler2,Did Desmond hold the kitten? ,N

F4I35826,Diana requested the painkiller as she began childbirth.,filler2,Did Diana request a hamburger? ,N

F4I36827,Kate bought the vase that was gorgeous and delicate while the shopkeeper earned commission.,filler2,Did Kate buy the picture frame? ,N

F4I37828,The judge addressed the jury that was rude and inattentive as the witness gave the testimony.,filler2,Did the judge address the class? ,N

